id,eng,chn
1415,discriminate,vt.vi. 区别对待，歧视
1416,discuss,vt.讨论谈论论述
1417,discussion,n.讨论谈论辩论论述
1418,disease,n.病疾病病害弊端
1419,disguise,vi.隐瞒掩埋vt.假装假扮掩饰n.假装假面目伪装物
1420,disgust,n.厌恶憎恶嫌恶vt. &vi.令人厌恶
1421,dish,n.碟盘子菜肴凹形vt.装盘提出揭露挖空vi.闲谈
1422,dishonour,n.不光彩丢脸的人耻辱拒付vt.使丢脸侮辱拒付=dishonor
1423,disk,n.圆盘唱片磁盘光盘花盘盘形物磁盘vt.用圆盘耙耙地
1424,dislike,vt. &n.不喜爱厌恶反感
1425,dismay,n.惊慌，沮丧，灰心
1426,dismiss,vt.不再考虑解雇解散开除逃避(法律)驳回
1427,disorder,n.混乱杂乱骚乱vt.扰乱
1428,dispatch,vt.派遣；调度 n.急件
1429,disperse,vt.(使)分散；驱散
1430,displace,vt.移置；取代；置换
1431,display,vt.陈列展览显示炫耀vt.显示表现夸示
1432,displease,vt.使不愉快使生气
1433,disposal,n.丢掉处理销毁菜碾碎器
1434,dispose,vi.去掉丢掉销毁vt.倾向于处置
1435,disposition,"n. 性情,处置,处理,布置"
1436,dispute,vi.争论争执vt.争论质疑争夺抵抗n.争论争吵
1437,disregard,vt.不管，不顾 n.不管
1438,disrupt,"a.分裂的,分散的 vt.使分裂,瓦解"
1439,dissatisfy,vi.使不满使不平
1440,dissipate,vt.驱散；浪费vi.消散
1441,dissolve,"vt.使溶解解散消除解决(问题)使沮丧vi.消散溶解解散液化变得
模糊n.叠化画面"
1442,distance,"n. 距离间距远处(人际关系的) 疏远vt. 使疏远把(对手) 甩在
后面与...保持距离adj.  ( 通过电子手段) 远程( 教育)"
1443,distant,adj.在远处的疏远的疏远的远房的陌生的远行的
1444,distil,"v. 蒸馏, 提取....的精华"
1445,distinct,adj.与其他不同的不同的明显的(from)独特的清楚的
1446,distinction,n.差别不同区分对比杰出
1447,distinguish,vt.区别辨别认别特别关注vi.区别
1448,distort,vt.歪曲，曲解，扭曲
1449,distract,vt.分散(心思)；打扰
1450,distress,"n.忧虑悲伤不幸苦恼贫困忧郁恶化扣押财物vt.使...苦恼仿造
adj.亏本出售的"
1451,distribute,vt. &vi.分发分送分布分配
1452,distribution,n.分发分配分布散布
1453,district,n.区地区区域行政区vt.划分区域划分地区
1454,disturb,vt. &vi.打扰扰乱弄乱妨碍使...不安
1455,disturbance,n.动乱；干扰；侵犯
1456,ditch,"n.沟沟渠渠道vt.坠入沟中摆脱飞机(在海上)迫降vi.挖一条沟渠
飞机紧急降落"
1457,dive,vi.跳水潜水俯冲vt.跳水俯冲vi.把...伸入
1458,diverse,adj.不一样的相异的不同的多种多样的
1459,diversion,n.转移；改道；娱乐
1460,divert,vt.使转向 vi.转移
1461,divide,vt.分分配分开(组)vi.除分开
1462,divine,a.神的；敬神的
1463,division,n.分分配除法划分分开部门师(军队)
1464,divorce,n.离婚离异vi.离婚与...办离婚
1465,dizzy,a.头晕眼花的，眩晕的
1466,do,aux.v.vt. &vi.做干办
1467,dock,"n.船坞码头(造)修船厂尾巴的骨肉部分被告席vt.进港(减)剪短
对接vi.进港对接"
1468,doctor,n.医生医师博士vt.医治篡改对...做手脚vi.用药
1469,doctrine,n.教义，主义；学说
1470,document,n.公文文件证件
1471,dog,n.狗犬犬科动物卑鄙的人vt.尾随跟踪
1472,dollar,n.美元(货币单位)
1473,domain,"n. 领域,领土,产业,范围"
1474,dome,n.圆屋顶，拱顶
1475,domestic,adj.本国的国内的家庭的驯养的n.家仆佣人
1476,dominant,a.统治的 n.主因
1477,dominate,vt.统治，支配，控制
1478,donate,vt.vi. 捐赠
1479,donkey,n.驴笨蛋
1480,doom,n.命运，毁灭 vt.注定
1481,door,n.门通道一家
1482,dorm,n.(集体)宿舍
1483,dormitory,n.集体寝室宿舍
1484,dose,n.剂量用量一剂vt.配
1485,dot,n.点圆点少量小东西vt.作小点记号点缀vi.作小点记号
1486,double,"adj.两倍的复制品替身双重角色的演员反转双的双人房adj.两倍
的双重的骗人的加量的adv.两倍地双人地翻来覆去地对折地vt.
使加倍对折握紧做替身vi.加倍转身兼任替代演出"
1487,doubt,n.怀疑疑虑不信任vt.怀疑不信任vi.不确定
1488,doubtful,adj.难以预测的怀疑的疑心的不确定的
1489,doubtless,adv.无疑地很可能确定地adj.无疑的确定的
1490,down,"adv.向下在下面下跌在南方adj.向下的降低的情绪低落停止运行
n.绒毛汗毛轻视prep.沿着...而下"
1491,downstairs,adv.在楼下向楼下adj.楼下的n.楼下
1492,downward,adj.向下的adv.向下地
1493,dozen,n.一打十二个adj.一打的十二个的
1494,draft,n.草稿草图汇票徵兵vt.起草征兵选秀adj.酝酿中的
1495,drag,"vt.拖拉拖曳拖累拖拉(动)vi.拖拉(动) 缓慢地行走n.用来拖拉
的东西拖拖累"
1496,dragon,n.龙凶暴的人严厉的人
1497,drain,"vt.排去放水耗尽排出排干喝光vi.变干排出排水n.下水道排水沟
消耗耗竭"
1498,drainage,n.排水；下水道
1499,drama,n.一出戏剧剧本戏剧戏剧性情节刺激
1500,dramatic,adj.引人注目的戏剧的给人深刻印象的n.(pl.)戏剧作品戏曲
1501,dramatization,n.编剧改编成戏剧
1502,drastic,a.激烈的；严厉的
1503,draw,"vt.(drewdrawn) 拉拖挨近提取画绘制划拨出n.平局抽签拉拽吸
引人的事物"
1504,drawback,n.退款；妨碍；弊端
1505,drawer,n.抽屉
1506,drawing,n.图画素描绘图绘图技巧
1507,dread,n.畏惧恐怖可怕的人可怕的事vt.惧怕恐惧adj.可怕的可怖的
1508,dreadfu,a.可怕的；令人敬畏的
1509,dream,n.梦梦想vt. &vi.做梦想象
1510,dress,n.女服童装服装vt. &vi.穿著adj.正式的(衣服)
1511,drift,"vi.漂流漂泊吹积n.漂流漂移漂流物观望吹积物趋势vt.使漂流
把...吹积"
1512,drill,n.钻头钻孔机钻子播种机操练vi.钻孔vt.训练钻孔
1513,drink,vt. &vi.饮喝喝酒n.饮料
1514,drip,vi.滴下漏水n.水滴滴点滴乏味的人
1515,drive,"vt. &vi.驾驶驱驱使驾进力打入n.驾车快车道推进力驱使路街,
驱动器"
1516,driver,n.驾驶员司机
1517,drop,vt.使落下降低减少vi.落下减少减弱n.滴微量落下
1518,drought,n.旱灾，干旱
1519,drown,vi.淹死溺死vt.淹死沉浸于
1520,drug,n.药药物药材毒品vt.下药使...服麻醉药vi.吸毒
1521,drum,"n.鼓鼓声鼓状物圆桶冰丘vi.击鼓作鼓声引起兴趣vt.召集入伍逐
出(经过努力)推动...连续击打"
1522,drunk,adj.醉的陶醉的vbl.喝喝酒
1523,dry,"adj.干的干燥的干旱的不行于色的枯燥无味的无酒的口渴的vt.
把...弄干vi.(使)变干"
1524,dual,"a. 双重的,双的 n. 双数"
1525,dubious,"a. 可疑的,不确定的"
1526,duck,"n.鸭雌鸭鸭肉板球零分vt.把…按入水中低头弯身(以免被打中或
看见)躲避vi.迅速行进飞快行走(以免被看见)推委责任"
1527,due,adj.预期的应给的到期的应有的预定的n.应得物
1528,dull,"adj.枯燥的不鲜明的呆滞的迟钝的无趣的钝的暗的vt.使变钝vi.
变钝"
1529,dumb,adj.哑的无言的沉默的愚蠢的vt.使人沉默
1530,dump,vt.倾卸倾倒倾销丢弃抛售导出vi.骤降扔垃圾n.垃圾场堆放处
1531,duplicate,n.复制品 vt.复制
1532,durable,adj.耐久的耐用的n.(复)耐用品
1533,duration,n.持续持久持续时间期间
1534,during,prep.在...期间
1535,dusk,"n.薄暮黄昏幽暗vi.(天)变黑变暗vt.把…变黑变暗adj.颜色暗沉
的昏暗的"
1536,dust,"n.尘土灰尘无价值之物屈辱状态vt.拂去灰尘撒上粉状物体大胜
vi.擦拭灰尘"
1537,duty,n.职责责任义务税adj.值班的作为一种义务的
1538,dwell,n.居住 vi.凝思，细想
1539,dwelling,n.住处寓所
1540,dye,vt.染vi.染色n.染料染色
1541,dying,adj.垂死的临终的n.死死亡
1542,dynamic,adj.有活力的动态的(有)动力的(有)力的n.动力力学
1543,each,pron.各各自adj.每个每每一adv.每个int.每个个人个自
1544,eager,adj.渴望的热切的
1545,eagle,n.鹰vt.(高尔夫)鹰击
1546,ear,n.耳朵听力听觉倾听麦穗vi.长出麦穗
1547,early,adv.早adj.早的早期的
1548,earn,vt.赚得挣得获得赚得赢得生利
1549,earnest,adj.认真的诚恳的重要的n.真诚重要的东西定金保证
1550,earnings,n.工资，收入；收益
1551,earth,"n.地球陆地地面泥土世间大地地球人vt.赶入洞中提取土壤vi.躲
入洞穴"
1552,earthquake,n.地震大震荡
1553,ease,"n.容易舒适安乐n.安逸悠闲vt.缓和使...安乐使...安心v.减轻
放松"
1554,easily,adv.容易地舒适的无疑地
1555,east,n.东东部adv.在东方向东方adj.东方的
1556,easter,n. 复活节
1557,eastern,adj.东部的东方的朝东的
1558,easy,adj.容易的安逸的不费力的adv.慢慢地当心地
1559,eat,vt.吃喝消耗vi.吃饭侵蚀n.食物
1560,eccentric,"n.怪人,偏心圆 a.古怪的,不同圆心的"
1561,echo,"n. 回声回音回波反响共鸣vi. 重复发回声回响仿效vi. 回响回
荡n.[计算机]DOS命令：禁止(或允许)批处理命令行显示屏幕上"
1562,eclipse,n.(日，月)食
1563,ecology,n.生态学；个体生态学
1564,economic,adj.经济的经济学的有利可图的n.
1565,economical,adj.节约的节俭的经济的合算的经济学的
1566,economics,n.经济学；经济
1567,economy,n.经济节约节省adj.经济型的
1568,edge,n.边缘边刀口vt.给...加上边缓慢横过使逐渐丧失vi.徐徐前进
1569,edible,"a. 可食用的 n. 食品,食物"
1570,edit,vt.编辑，编纂；校订
1571,edition,n.版版本版次
1572,editor,n.编辑编者校订者
1573,editorial,n.社论，期刊的社论
1574,educate,vt.教育培养训练
1575,education,n.教育培养训导教育学
1576,effect,n.结果效果效力影响要旨vt.招致引起实现达到n.(pl.)财产动产
1577,effective,adj.有效的有影响的
1578,efficiency,n.效率功效效能
1579,efficient,adj.效率高的有能力的胜任的
1580,effort,n.努力努力的成果
1581,egg,n.蛋鸡蛋卵(俚语)人
1582,ego,n. 自我
1583,eight,num.八八个第八
1584,eighteen,num.十八十八个
1585,eighth,num.第八n.八分之一
1586,eighty,num.八十八十个
1587,either,pron.(两者)任何一个adj.任一两方的adv.也conj.或也
1588,eject,vt.逐出，排斥；喷射
1589,elaborate,"adj.复杂的精心制作的精细的详尽的精心的v.详细地说明用心地
作推敲"
1590,elapse,vi.(时间)过去，消逝
1591,elastic,n.橡皮圈有松紧的东西松紧带adj.有弹性的灵活的可变的
1592,elbow,n.肘肘部弯管急弯扶手v.用手肘推开推挤
1593,elder,adj.年龄较大的年长的n.长者长辈
1594,elderly,"a. 过了中年的,稍老的"
1595,elect,"vt.选举推选选择n.当选人被选的人上帝的选民adj.被选的选出
的"
1596,election,n.选举选择权当选
1597,electric,adj.电的电动的令人激动的鲜亮的n.供电
1598,electrical,adj.电的电气科学的与电有关的
1599,electrician,n.电工，电气技师
1600,electricity,n.电电学电流
1601,electron,n.电子
1602,electronic,a.电子的
1603,electronics,n.电子学
1604,elegant,a.(举止、服饰)雅致的
1605,element,n.成分要素元素基本原理(复数)恶劣天气
1606,elementary,adj.基本的初级的元素的
1607,elephant,n.象庞大笨拙难处理的事物
1608,elevate,vt.提高(思想)；抬高
1609,elevator,n.电梯升降机飞机升降舵斗式皮带输送机
1610,eleven,num.十一十一个
1611,eleventh,num.第十一(个)
1612,elicit,"vt. 引出,抽出,引起"
1613,eligible,"n. 有资格者,合格者 a.有资格的"
1614,eliminate,vt.消灭消除排除除去剔除忽略
1615,elimination,n.消灭排除除去消除
1616,elite,"n. 精华,精锐,中坚分子"
1617,eloquent,"a. 雄辩的,有口才的,动人的"
1618,else,adv.其它另外否则adj.别的其他的
1619,elsewhere,ad.在别处向别处
1620,embark,"vi. 乘船,着手,从事,上飞机"
1621,embarrass,vt.使窘迫使为难阻碍vi.变得困窘
1622,embassy,n.大使馆；大使的职务
1623,embed,"vt. 使插入,使嵌入"
1624,embody,vt.体现；包含，收录
1625,embrace,vt.拥抱包括包围信奉包含n.拥抱
1626,emerge,vi.出现涌现冒出(由某种状态)脱出(事实)显现出来
1627,emergency,n.紧急情况突然事件
1628,emit,vt.散发发射发表发出放射吐露
1629,emotion,n.情感感情情绪激动
1630,emotional,adj.感情的情绪的
1631,emperor,n.皇帝
1632,emphasis,n.强调重点重要性
1633,emphasize,强调着重
1634,empire,n.帝国
1635,empirical,a.经验主义的
1636,employ,vi.雇用使用使忙于
1637,employee,n.受雇者雇员雇工
1638,employer,n.雇佣者雇主
1639,employment,n.工业雇用使用职业
1640,empty,a.空的空洞的
1641,enable,vt.使能够使可能
1642,enclose,vt.围住圈起附上放入封套
1643,enclosure,n.围绕；围场，围栏
1644,encounter,vt. &vi.遭遇遇到偶然碰到n.遭遇意外的相见
1645,encourage,vt.鼓励支持助长激励支持
1646,end,n.末端目标结束终点vt. &vi.结束终结adj.最终的
1647,endeavor,vi.&n.努力，尽力
1648,ending,n.结尾结局死亡
1649,endless,adj.无止境的没完没了的
1650,endow,vt.资助；赋予，授予
1651,endurance,n.耐久力，持久力
1652,endure,vt.忍受容忍vi.持久持续
1653,enemy,n.敌人仇敌敌兵敌对势力有害物
1654,energetic,a.积极的；精力旺盛的
1655,energy,n.活力精力能力能能量
1656,enforce,vt.实施执行强制强迫加强
1657,engage,vt.使从事于聘用答应预定使忙碌订婚
1658,engagement,n.婚约；约会，债务
1659,engine,n.发动机引擎机车火车头vt.装引擎
1660,engineer,n.工程师技师机械师vt.操纵设计建造
1661,engineering,n.工程工程学
1662,England,n.英格兰英国
1663,English,"n.英语adj.英国人的英国的英语的vt.译成英语把...(外来语言)
加到英语中 Englishman"
1664,enhance,vt.提高，增加；夸张
1665,enjoy,vt. &vi.享受欣赏喜爱
1666,enlarge,vt.扩大扩展增大放大
1667,enlighten,vt.启发，开导；启蒙
1668,enormous,adj.巨大的庞大的
1669,enough,adj.足够的adv.足够地完全地pron.足够受够
1670,enrich,vt.使富裕；使丰富
1671,enroll,vt.登记，招收vi.参军
1672,ensue,"vt. 追求 vi. 跟着发生,继起"
1673,ensure,vt.保证保护赋予
1674,entail,"vt. 使必需,使承担"
1675,enter,"vt.走进进入参加报名开始加入报价提出vi.进入参加开始上台进
入角色"
1676,enterprise,n.企业，事业心
1677,entertain,vt. &vi.使欢乐招待怀抱
1678,entertainment,"n.娱乐,款待,娱乐表演"
1679,enthusiasm,n.热情热心热忱热衷的事物
1680,enthusiastic,a.热情的，热心的
1681,entire,adj.全部的整个的完整的同性质的纯正的全面的
1682,entitle,vt.给...权利(或资格)取名为使有权利
1683,entity,"n. 实体,实存物,存在"
1684,entrance,n.入口门口进入登场vt.使神志恍惚
1685,entrepreneur,"n. 企业家,主办人"
1686,entry,n.入口处登记进入入口项目
1687,envelope,n.信封封套封皮壳层
1688,environment,n.环境外界围绕
1689,envisage,"vt. 面对,正视,想象"
1690,envy,vt. &vi. &n.妒忌嫉妒羡慕
1691,episode,n.一段情节；插曲
1692,epoch,n.(新)时代；历元
1693,equal,adj.相等的平等的胜任的n.对手匹敌同辈vt.等于比得上
1694,equality,n.等同平等相等
1695,equation,n.方程(式)等式均衡相等
1696,equator,n.赤道，天球赤道
1697,equilibrium,n.平衡，均衡；均衡论
1698,equip,vt.装备配备设穿…
1699,equipment,n.装备设备配备
1700,equivalent,adj.相等的等量的n.相等物
1701,era,n.时代年代纪元
1702,erect,vt.建造建立使竖立adj.直立的竖立的笔直的
1703,erosion,n.腐蚀，侵蚀；糜烂
1704,erroneous,"a. 错误的,不正确的"
1705,error,n.错误谬误差错
1706,erupt,vi. 爆发 vt. 喷出
1707,escape,vt. &vi.逃跑逃脱避开逸出n.逃跑逃亡避难设备adj.逃避的
1708,escort,n.&vt.护卫，护送
1709,esp.,adj.(=especial)特别的特殊的尤其adv.(=especially)特别特殊
1710,especially,adv.特别尤其格外
1711,essay,n.短文散文论文小品文尝试vt.尝试
1712,essence,n.本质，本体；精华
1713,essential,adj.必要的重要的本质的n.要素要点
1714,establish,vt.建立设立确立创办
1715,establishment,n.建立设立确立设施机构权威
1716,estate,n. 房地产；财产，产业
1717,esthetic,a. 审美的
1718,estimate,vt.估计估价评价n.估计估价
1719,etc.,n.附加的人附加物以及其它等等=etcetera
1720,eternal,n.永久的；不朽的
1721,ethics,n. 道德规范
1722,ethnic,a.民族特有的
1723,Europe,n.欧洲
1724,European,adj.欧洲的n.欧洲人
1725,evaluate,vt.评估评价估...的价
1726,evaporate,vt.使蒸发vi.蒸发失去水分消失
1727,eve,n.前夜前夕前一刻
1728,Eve,夏娃
1729,even,"adv.甚至甚至更还恰好正当adj.平坦的偶数的相等的均匀的v.使
平坦相等"
